id,date,heure,fournisseur,montant,categorie,validateur
T1275,2025-07-17,10:45,Holdings Afrique Centrale,162290,investissement,M. Nguema J.
T1276,2025-01-24,13:00,Cabinet Me Nkodo,1214670,services,M. Tchamba P.
T1277,2025-08-12,10:15,GLOBAL INVEST LTD,1874820,investissement,Mme. Etoa L.
T1278,2025-12-22,17:45,Paie personnel — RH interne,1798800,salaires,M. Tchamba P.
T1279,2025-09-22,10:15,ETS Mendong Fournitures,1370730,fournitures,Mme. Etoa L.
T1280,2025-10-06,16:00,SNH Cameroun,1617940,energie,Mme. Etoa L.
T1281,2025-04-25,12:30,Papeterie du Centre,1141330,fournitures,Mme. Etoa L.
T1282,2025-08-29,14:30,Cabinet Me Nkodo,1238730,services,Mme. Etoa L.
T1283,2025-05-29,09:45,ETS Mendong Fournitures,1866780,fournitures,Mme. Bekolo A.
T1284,2025-12-15,10:15,Taxi Union Douala,2069280,transport,Mme. Bekolo A.
T1285,2025-12-03,17:45,Holdings Afrique Centrale,1256330,investissement,M. Nguema J.
T1286,2025-12-03,09:30,Paie personnel — RH interne,556450,salaires,M. Tchamba P.
T1287,2025-11-26,13:15,Maintenance Bureautique SARL,2166950,services,Mme. Bekolo A.
T1288,2025-09-09,09:15,Nettoyage Propre-Tech,563070,services,Mme. Bekolo A.
T1289,2025-09-01,12:00,Taxi Union Douala,321000,transport,M. Tchamba P.
T1290,2025-04-18,14:30,Nettoyage Propre-Tech,1918520,services,Mme. Etoa L.
T1291,2025-05-05,12:30,Agence Voyages Cameroun Express,1953660,transport,M. Nguema J.
T1292,2025-12-04,14:30,Cabinet Me Nkodo,48790,services,Mme. Bekolo A.
T1293,2025-07-15,14:30,CDE,258640,energie,M. Tchamba P.
T1294,2025-10-02,11:00,Promoteur Immobilier Littoral,1119480,immobilier,Mme. Bekolo A.
T1295,2025-09-10,15:00,Taxi Union Douala,1138310,transport,M. Abena N.
T1296,2025-03-17,12:00,Total Energies CM,1423100,transport,M. Abena N.
T1297,2025-04-14,10:45,Paie personnel — RH interne,853570,salaires,M. Abena N.
T1298,2025-10-17,08:45,SNH Cameroun,197490,energie,M. Tchamba P.
T1299,2025-01-10,10:00,GLOBAL INVEST LTD,2201220,investissement,Mme. Fotso K.
T1300,2025-06-10,10:45,Paie personnel — RH interne,2196500,salaires,M. Nguema J.
T1301,2025-06-11,09:45,GLOBAL INVEST LTD,83050,investissement,Mme. Etoa L.
T1302,2025-09-30,10:00,SNH Cameroun,1144050,energie,Mme. Fotso K.
T1303,2025-02-28,17:15,CAMTEL,509750,telecom,Mme. Fotso K.
T1304,2025-04-09,09:15,CAMTEL,413160,telecom,Mme. Bekolo A.
T1305,2025-10-21,09:30,GLOBAL INVEST LTD,2242430,investissement,M. Tchamba P.
T1306,2025-12-25,08:15,ETS Mendong Fournitures,2013440,fournitures,Mme. Etoa L.
T1307,2025-06-18,17:45,CDE,985570,energie,Mme. Etoa L.
T1308,2025-12-04,12:00,SNH Cameroun,2382760,energie,M. Tchamba P.
T1309,2025-02-28,14:30,Holdings Afrique Centrale,2149390,investissement,M. Abena N.
T1310,2025-09-12,12:15,Orange Cameroun,1455240,telecom,Mme. Bekolo A.
T1311,2025-05-29,10:00,Agence Foncière du Centre,2464670,immobilier,M. Tchamba P.
T1312,2025-07-17,13:30,ETS Mendong Fournitures,2038340,fournitures,Mme. Etoa L.
T1313,2025-10-01,11:15,MTN Cameroun,1619150,telecom,M. Nguema J.
T1314,2025-05-07,17:00,GLOBAL INVEST LTD,2166570,investissement,M. Nguema J.
T1315,2025-02-26,17:45,Boulangerie Le Pain du Quartier,2285010,fournitures,M. Nguema J.
T1316,2025-08-20,15:45,Nettoyage Propre-Tech,17430,services,M. Abena N.
T1317,2025-12-04,13:30,MTN Cameroun,937290,telecom,Mme. Etoa L.
T1318,2025-11-17,12:15,Paie personnel — RH interne,2065820,salaires,M. Abena N.
T1319,2025-05-14,13:45,Paie personnel — RH interne,1919000,salaires,Mme. Bekolo A.
T1320,2025-11-19,10:15,GLOBAL INVEST LTD,1784050,investissement,M. Abena N.
T1321,2025-08-29,12:30,Promoteur Immobilier Littoral,1644650,immobilier,M. Abena N.
T1322,2025-12-15,16:30,Agence Foncière du Centre,1303310,immobilier,M. Tchamba P.
T1323,2025-08-21,16:45,Promoteur Immobilier Littoral,2279390,immobilier,Mme. Etoa L.
T1324,2025-09-25,11:45,Orange Cameroun,2077180,telecom,M. Abena N.
T1325,2025-09-05,17:15,Maintenance Bureautique SARL,88850,services,M. Nguema J.
T1326,2025-01-16,14:45,Agence Foncière du Centre,720620,immobilier,Mme. Fotso K.
T1327,2025-10-23,13:00,MTN Cameroun,1116140,telecom,Mme. Bekolo A.
T1328,2025-08-12,16:15,ETS Mendong Fournitures,365080,fournitures,Mme. Etoa L.
T1329,2025-06-30,08:00,Boulangerie Le Pain du Quartier,71500,fournitures,Mme. Fotso K.
T1330,2025-08-11,13:00,SABC Distribution,2182410,fournitures,M. Abena N.
T1331,2025-09-17,17:15,Maintenance Bureautique SARL,639820,services,Mme. Fotso K.
T1332,2025-12-11,09:00,MTN Cameroun,276740,telecom,Mme. Bekolo A.
T1333,2025-09-16,12:30,Holdings Afrique Centrale,2229590,investissement,M. Abena N.
T1334,2025-08-11,14:30,Boulangerie Le Pain du Quartier,279490,fournitures,Mme. Fotso K.
T1335,2025-08-21,17:30,GLOBAL INVEST LTD,1720180,investissement,M. Nguema J.
T1336,2025-06-12,10:00,ENEO,1324010,energie,Mme. Etoa L.
T1337,2025-10-31,12:30,Holdings Afrique Centrale,1023500,investissement,M. Abena N.
T1338,2025-12-17,12:30,Paie personnel — RH interne,1494980,salaires,M. Nguema J.
T1339,2025-03-05,10:30,Promoteur Immobilier Littoral,2429410,immobilier,Mme. Etoa L.
T1340,2025-11-18,16:00,Orange Cameroun,104440,telecom,M. Abena N.
T1341,2025-01-09,16:00,Boulangerie Le Pain du Quartier,1583680,fournitures,Mme. Bekolo A.
T1342,2025-08-14,09:30,Agence Voyages Cameroun Express,972780,transport,M. Tchamba P.
T1343,2025-01-08,09:00,Total Energies CM,2263910,transport,Mme. Bekolo A.
T1344,2025-12-15,12:15,Orange Cameroun,2166150,telecom,Mme. Fotso K.
T1345,2025-06-09,14:30,Promoteur Immobilier Littoral,1813210,immobilier,M. Nguema J.
T1346,2025-01-06,09:00,ETS Mendong Fournitures,606380,fournitures,Mme. Etoa L.
T1347,2025-06-19,17:45,ETS Mendong Fournitures,1573090,fournitures,Mme. Etoa L.
T1348,2025-06-13,13:45,Boulangerie Le Pain du Quartier,552780,fournitures,M. Tchamba P.
T1349,2025-01-14,10:45,CDE,2492950,energie,M. Tchamba P.
T1350,2025-09-03,15:45,Boulangerie Le Pain du Quartier,1486930,fournitures,M. Tchamba P.
T1351,2025-02-05,13:30,Agence Voyages Cameroun Express,527370,transport,M. Tchamba P.
T1352,2025-10-03,15:15,Nettoyage Propre-Tech,936070,services,Mme. Bekolo A.
T1353,2025-10-20,17:00,Cabinet Me Nkodo,1877740,services,Mme. Fotso K.
T1354,2025-08-26,11:30,Paie personnel — RH interne,228980,salaires,M. Abena N.
T1355,2025-11-11,12:30,Paie personnel — RH interne,1797060,salaires,Mme. Etoa L.
T1356,2025-03-17,17:45,Boulangerie Le Pain du Quartier,1846840,fournitures,M. Abena N.
T1357,2025-04-22,10:00,CAMTEL,616760,telecom,Mme. Fotso K.
T1358,2025-07-30,16:30,Total Energies CM,147380,transport,M. Nguema J.
T1359,2025-12-10,11:45,ENEO,437100,energie,M. Nguema J.
T1360,2025-10-09,09:30,CDE,1939370,energie,M. Abena N.
T1361,2025-06-02,15:45,SABC Distribution,1289250,fournitures,Mme. Bekolo A.
T1362,2025-09-18,15:30,Agence Foncière du Centre,252660,immobilier,Mme. Etoa L.
T1363,2025-03-24,11:15,Agence Foncière du Centre,1034530,immobilier,Mme. Bekolo A.
T1364,2025-09-04,17:00,Paie personnel — RH interne,2074030,salaires,Mme. Fotso K.
T1365,2025-04-28,09:30,GLOBAL INVEST LTD,877530,investissement,Mme. Fotso K.
T1366,2025-07-08,10:00,Cabinet Me Nkodo,74350,services,M. Nguema J.
T1367,2025-02-21,10:30,Paie personnel — RH interne,2083670,salaires,M. Tchamba P.
T1368,2025-10-20,13:00,Paie personnel — RH interne,2072890,salaires,M. Abena N.
T1369,2025-10-02,10:45,Holdings Afrique Centrale,1471340,investissement,Mme. Bekolo A.
T1370,2025-08-15,10:00,Paie personnel — RH interne,2138660,salaires,M. Abena N.
T1371,2025-11-28,17:00,Paie personnel — RH interne,2322600,salaires,Mme. Bekolo A.
T1372,2025-02-19,15:15,Boulangerie Le Pain du Quartier,1076420,fournitures,M. Nguema J.
T1373,2025-03-10,09:00,Paie personnel — RH interne,1443690,salaires,Mme. Fotso K.
T1374,2025-08-21,10:45,GLOBAL INVEST LTD,1886770,investissement,M. Abena N.
T1375,2025-12-22,13:45,Agence Foncière du Centre,2012350,immobilier,M. Nguema J.
T1376,2025-02-17,14:30,Cabinet Me Nkodo,190030,services,M. Tchamba P.
T1377,2025-01-01,08:30,SABC Distribution,880920,fournitures,Mme. Etoa L.
T1378,2025-04-22,08:15,Total Energies CM,2075960,transport,Mme. Fotso K.
T1379,2025-11-13,10:30,GLOBAL INVEST LTD,765960,investissement,Mme. Fotso K.
T1380,2025-03-10,12:30,CDE,1664740,energie,M. Abena N.
T1381,2025-07-15,10:45,Nettoyage Propre-Tech,1878850,services,M. Tchamba P.
T1382,2025-10-10,14:15,Nettoyage Propre-Tech,881470,services,Mme. Fotso K.
T1383,2025-02-03,17:45,Holdings Afrique Centrale,372060,investissement,Mme. Etoa L.
T1384,2025-09-23,17:00,GLOBAL INVEST LTD,868880,investissement,Mme. Bekolo A.
T1385,2025-06-19,16:45,Agence Voyages Cameroun Express,1505330,transport,Mme. Etoa L.
T1386,2025-11-14,15:15,Agence Foncière du Centre,1006400,immobilier,M. Abena N.
T1387,2025-03-25,12:00,Paie personnel — RH interne,1177280,salaires,Mme. Etoa L.
T1388,2025-12-31,13:15,Taxi Union Douala,1623010,transport,Mme. Fotso K.
T1389,2025-06-20,11:45,CAMTEL,1467200,telecom,Mme. Bekolo A.
T1390,2025-04-22,17:00,GLOBAL INVEST LTD,1825320,investissement,M. Tchamba P.
T1391,2025-01-03,09:15,CAMTEL,1950480,telecom,M. Nguema J.
T1392,2025-04-08,10:45,Paie personnel — RH interne,2122780,salaires,Mme. Etoa L.
T1393,2025-08-29,13:45,GLOBAL INVEST LTD,1378280,investissement,Mme. Bekolo A.
T1394,2025-08-06,17:00,Agence Foncière du Centre,2382100,immobilier,Mme. Bekolo A.
T1395,2025-07-02,08:30,Paie personnel — RH interne,1209420,salaires,Mme. Bekolo A.
T1396,2025-02-14,15:15,Maintenance Bureautique SARL,721040,services,Mme. Fotso K.
T1397,2025-12-09,11:30,Paie personnel — RH interne,670060,salaires,Mme. Bekolo A.
T1398,2025-11-27,17:00,Paie personnel — RH interne,240070,salaires,Mme. Bekolo A.
T1399,2025-11-24,17:45,CAMTEL,268130,telecom,Mme. Etoa L.
T1400,2025-02-13,17:00,Paie personnel — RH interne,2081360,salaires,Mme. Bekolo A.
T1401,2025-04-25,10:15,CAMTEL,105030,telecom,M. Nguema J.
T1402,2025-01-10,13:30,Agence Foncière du Centre,757730,immobilier,Mme. Fotso K.
T1403,2025-08-22,15:00,SNH Cameroun,661660,energie,M. Nguema J.
T1404,2025-08-27,09:30,CDE,1853530,energie,Mme. Fotso K.
T1405,2025-07-22,08:45,Taxi Union Douala,1305480,transport,M. Tchamba P.
T1406,2025-07-14,17:15,Paie personnel — RH interne,2060630,salaires,Mme. Bekolo A.
T1407,2025-05-21,11:15,ENEO,588540,energie,M. Abena N.
T1408,2025-05-02,14:30,GLOBAL INVEST LTD,2367020,investissement,Mme. Bekolo A.
T1409,2025-05-02,15:00,Taxi Union Douala,1493670,transport,M. Nguema J.
T1410,2025-09-22,08:45,ETS Mendong Fournitures,300980,fournitures,Mme. Etoa L.
T1411,2025-11-21,13:15,Imprimerie Centrale Yaoundé,997680,fournitures,Mme. Fotso K.
T1412,2025-08-06,16:15,GLOBAL INVEST LTD,1979090,investissement,M. Nguema J.
T1413,2025-08-28,10:00,Holdings Afrique Centrale,1316270,investissement,M. Nguema J.
T1414,2025-04-23,10:45,Agence Foncière du Centre,389730,immobilier,M. Abena N.
T1415,2025-10-08,12:15,Cabinet Me Nkodo,1117820,services,M. Nguema J.
T1416,2025-03-20,14:00,Taxi Union Douala,2006070,transport,Mme. Fotso K.
T1417,2025-11-11,16:30,Agence Foncière du Centre,2457580,immobilier,Mme. Fotso K.
T1418,2025-12-09,08:00,CAMTEL,1700400,telecom,Mme. Bekolo A.
T1419,2025-08-18,09:45,Paie personnel — RH interne,291940,salaires,Mme. Etoa L.
T1420,2025-09-26,11:30,Holdings Afrique Centrale,771500,investissement,M. Abena N.
T1421,2025-07-21,17:45,ENEO,639550,energie,M. Tchamba P.
T1422,2025-01-08,13:30,Maintenance Bureautique SARL,2341900,services,Mme. Fotso K.
T1423,2025-08-28,14:00,CDE,1969070,energie,Mme. Fotso K.
T1424,2025-08-08,14:15,Paie personnel — RH interne,1810600,salaires,M. Nguema J.
T1425,2025-04-25,08:00,Promoteur Immobilier Littoral,1236740,immobilier,Mme. Bekolo A.
T1426,2025-05-01,17:15,Holdings Afrique Centrale,1447060,investissement,M. Tchamba P.
T1427,2025-10-31,17:00,Promoteur Immobilier Littoral,1797780,immobilier,Mme. Fotso K.
T1428,2025-01-31,10:30,SABC Distribution,2454660,fournitures,M. Nguema J.
T1429,2025-07-31,14:45,Imprimerie Centrale Yaoundé,2132130,fournitures,Mme. Bekolo A.
T1430,2025-01-28,11:00,Promoteur Immobilier Littoral,1744760,immobilier,M. Tchamba P.
T1431,2025-05-27,17:45,Agence Voyages Cameroun Express,836780,transport,Mme. Etoa L.
T1432,2025-05-29,14:45,ENEO,1035850,energie,Mme. Fotso K.
T1433,2025-06-20,16:45,Holdings Afrique Centrale,1884550,investissement,M. Tchamba P.
T1434,2025-10-06,13:30,Total Energies CM,1930810,transport,M. Nguema J.
T1435,2025-04-03,12:00,GLOBAL INVEST LTD,747750,investissement,M. Nguema J.
T1436,2025-04-07,14:15,Agence Voyages Cameroun Express,1691110,transport,Mme. Fotso K.
T1437,2025-07-21,09:15,Agence Foncière du Centre,1113070,immobilier,Mme. Fotso K.
T1438,2025-12-12,15:45,CDE,879040,energie,Mme. Fotso K.
T1439,2025-04-09,11:15,Paie personnel — RH interne,644790,salaires,M. Tchamba P.
T1440,2025-06-25,08:15,Cabinet Me Nkodo,1971960,services,Mme. Bekolo A.
T1441,2025-11-10,12:30,GLOBAL INVEST LTD,1694560,investissement,M. Tchamba P.
T1442,2025-04-14,08:15,SNH Cameroun,184230,energie,M. Tchamba P.
T1443,2025-02-24,16:30,CAMTEL,360070,telecom,Mme. Fotso K.
T1444,2025-03-03,14:00,ETS Mendong Fournitures,1767850,fournitures,M. Nguema J.
T1445,2025-09-23,15:30,Imprimerie Centrale Yaoundé,758990,fournitures,Mme. Etoa L.
T1446,2025-02-11,12:45,Orange Cameroun,1750970,telecom,M. Nguema J.
T1447,2025-04-28,17:00,Cabinet Me Nkodo,1118900,services,M. Abena N.
T1448,2025-10-15,10:00,Holdings Afrique Centrale,1615690,investissement,Mme. Etoa L.
T1449,2025-08-06,10:45,ENEO,893560,energie,M. Abena N.
T1450,2025-12-03,14:45,Paie personnel — RH interne,1102200,salaires,Mme. Bekolo A.
T1451,2025-10-15,16:30,ETS Mendong Fournitures,2408380,fournitures,M. Nguema J.
T1452,2025-05-12,15:15,Nettoyage Propre-Tech,526950,services,M. Nguema J.
T1453,2025-08-21,12:45,SNH Cameroun,1336630,energie,Mme. Fotso K.
T1454,2025-11-07,16:15,GLOBAL INVEST LTD,1362530,investissement,M. Nguema J.
T1455,2025-11-21,16:30,SNH Cameroun,235250,energie,M. Tchamba P.
T1456,2025-03-05,15:30,Nettoyage Propre-Tech,1667650,services,M. Tchamba P.
T1457,2025-04-04,17:30,Papeterie du Centre,703410,fournitures,Mme. Bekolo A.
T1458,2025-02-05,14:30,GLOBAL INVEST LTD,855380,investissement,M. Tchamba P.
T1459,2025-10-24,09:00,SNH Cameroun,267380,energie,M. Abena N.
T1460,2025-06-12,14:15,ENEO,1431250,energie,Mme. Bekolo A.
T1461,2025-12-19,08:45,Agence Foncière du Centre,1106900,immobilier,Mme. Bekolo A.
T1462,2025-06-23,14:15,Cabinet Me Nkodo,2354200,services,Mme. Etoa L.
T1463,2025-06-11,14:15,CDE,1787620,energie,Mme. Etoa L.
T1464,2025-05-02,14:15,CDE,335610,energie,Mme. Fotso K.
T1465,2025-07-15,16:30,SNH Cameroun,1702550,energie,Mme. Fotso K.
T1466,2025-05-22,14:30,SABC Distribution,1632150,fournitures,M. Nguema J.
T1467,2025-10-01,15:15,Maintenance Bureautique SARL,2378020,services,Mme. Bekolo A.
T1468,2025-10-16,09:00,Paie personnel — RH interne,2262240,salaires,M. Nguema J.
T1469,2025-08-12,09:15,Papeterie du Centre,1800030,fournitures,Mme. Etoa L.
T1470,2025-01-31,12:15,Orange Cameroun,473720,telecom,Mme. Etoa L.
T1471,2025-04-02,17:30,CDE,167110,energie,M. Nguema J.
T1472,2025-04-30,12:00,Imprimerie Centrale Yaoundé,1489230,fournitures,M. Abena N.
T1473,2025-01-23,14:00,Agence Voyages Cameroun Express,2148470,transport,M. Nguema J.
T1474,2025-01-14,13:45,Boulangerie Le Pain du Quartier,412380,fournitures,M. Tchamba P.
T1475,2025-12-08,16:45,Total Energies CM,2208520,transport,Mme. Bekolo A.
T1476,2025-04-10,13:30,Paie personnel — RH interne,841430,salaires,Mme. Fotso K.
T1477,2025-08-21,16:15,Maintenance Bureautique SARL,92420,services,Mme. Bekolo A.
T1478,2025-02-28,15:15,Taxi Union Douala,936280,transport,M. Tchamba P.
T1479,2025-12-02,17:15,Imprimerie Centrale Yaoundé,1310690,fournitures,M. Nguema J.
T1480,2025-05-27,10:30,Agence Foncière du Centre,2474410,immobilier,Mme. Etoa L.
T1481,2025-07-31,11:15,MTN Cameroun,847670,telecom,Mme. Fotso K.
T1482,2025-12-19,11:15,Holdings Afrique Centrale,1306970,investissement,M. Abena N.
T1483,2025-11-26,14:00,Total Energies CM,2380390,transport,Mme. Fotso K.
T1484,2025-09-11,17:30,Agence Foncière du Centre,1853140,immobilier,Mme. Etoa L.
T1485,2025-06-03,12:00,Paie personnel — RH interne,1642010,salaires,Mme. Bekolo A.
T1486,2025-04-16,15:45,Cabinet Me Nkodo,1841330,services,M. Nguema J.
T1487,2025-10-17,14:30,Paie personnel — RH interne,1968970,salaires,Mme. Bekolo A.
T1488,2025-09-09,08:30,Promoteur Immobilier Littoral,1801840,immobilier,Mme. Etoa L.
T1489,2025-12-08,09:45,Taxi Union Douala,1267630,transport,Mme. Etoa L.
T1490,2025-12-02,14:15,Boulangerie Le Pain du Quartier,2454250,fournitures,M. Abena N.
T1491,2025-02-12,10:45,Boulangerie Le Pain du Quartier,194820,fournitures,M. Nguema J.
T1492,2025-09-16,14:15,Total Energies CM,26180,transport,M. Tchamba P.
T1493,2025-06-24,15:00,Paie personnel — RH interne,2338520,salaires,Mme. Etoa L.
T1494,2025-04-04,09:15,ENEO,1316050,energie,Mme. Bekolo A.
T1495,2025-01-06,11:30,CAMTEL,1895830,telecom,Mme. Bekolo A.
T1496,2025-12-15,11:15,Agence Voyages Cameroun Express,1281540,transport,Mme. Etoa L.
T1497,2025-05-23,10:30,Cabinet Me Nkodo,1707310,services,Mme. Fotso K.
T1498,2025-04-01,12:30,Cabinet Me Nkodo,1812700,services,M. Abena N.
T1499,2025-10-24,13:30,Holdings Afrique Centrale,2156600,investissement,Mme. Bekolo A.
T1500,2025-10-27,14:15,SABC Distribution,2218820,fournitures,Mme. Fotso K.
